-3,2979121253562404E-05
-5,137765613997675E-06
1,73451803720641E-05
0,00017288708678526145
-0,00015692110439296684
-0,00018398515053654832
-2,5970514559086736E-05
-1,2900299434860184E-05
5,9888145252518265E-05
-8,495970525939133E-05
0,00012932677457512737
-8,743966231719525E-06
7,926532151581875E-05
-0,00010137204817854852
0,00015707142403822256
9,465497067522636E-05
5,745556228136038E-05
-0,00011714976450523418
0,00012565970806026992
-1,1226807520502302E-05
-7,90158800263372E-05
-0,00020259133467705269
-0,00016193303158789157
-0,00014058099795221537
-9,009798496247328E-05
-3,96391124500248E-05
1,4242870511654314E-05
6,621575041507412E-05
-3,044407929929622E-05
2,0323621748114323E-05
-2,2743734097295815E-05
0,00017686973182899166
-1,1510652577764975E-05
5,7275129634348066E-05
0,00013805258101423973
-0,0001675165751412123
7,224804236558058E-05
0,00016259861631991114
0,0001307966730673167
6,0025865964649904E-05
6,289276148680543E-06
2,220007391663469E-05
-2,1907399816471748E-05
-0,00016763184696753228
-0,00016654939079973323
-0,00016905255454750435
-3,665017184697572E-05
0,00017481997333453924
-0,0001270206935004436
0,00017017100644754258
8,943878333724055E-05
-4,944722653716045E-06
1,946072167077156E-05
7,082109706750154E-05
9,677663203050823E-05
0,00014857298253281043
8,666236507840188E-05
-0,00013467832712223124
3,748950791845347E-05
-0,00012400288119761136
-6,160073059435885E-06
-5,3828129340009616E-05
-0,00012359321873881866
-0,0001275209837349294
-8,91049904877788E-05
9,124010793410279E-05
-0,00011303758433967831
-3,65356524484679E-05
4,1339816478682426E-05
8,472852447481918E-05
-7,536327210702421E-05
9,391185394875618E-05
0,00013285795176282806
-0,00014954381164918653
-7,617458947414989E-05
5,022678218452588E-05
-0,00010157540993778268
-7,163404700656163E-05
-2,54401007009385E-05
0,00010470453811142363
8,178161366408166E-05
-5,503832734977935E-06
8,685601063127988E-05
-8,508187463169648E-05
-0,00011921895708806757
-0,00010293562188891886
-8,309078573595028E-05
-0,0001281613529442836
0,00012757270740144287
-9,461427242276168E-05
-4,2321131476797857E-05
-0,0001574453545386906
-6,160621359742575E-05
-0,00013503312797680017
0,00010951454738121781
-8,84387485337676E-05
9,711189480465192E-05
-0,0001106064362279898
-0,00013348413805770845
4,8740157533340184E-05
-1,7242871919210347E-05
-0,00015091252994517973
2,367237713455406E-05
5,0047001488690326E-05
0,00013983837007220653
0,0001347759060294818
-4,847961042531634E-05
-2,63555024632131E-05
6,273058047537941E-05
0,00012800676700204004
-2,3370927054765887E-06
-9,969132283330744E-05
-1,2837126342245814E-06
9,674131966532251E-06
-3,590625900732501E-05
-1,3198178693074697E-05
0,0001936529674575517
-9,991843249965511E-05
-7,624292976064979E-06
-4,695883740570906E-05
1,57310727734957E-05
-1,0925669832616287E-05
9,037984945467053E-05
3,718184456041483E-05
0,00010572104587549787
-5,3318669789323275E-05
-7,868027982321122E-05
-0,00015069848900648087
0,00015971122131505072
-7,650576421444147E-05
-8,129955253749846E-05
-8,322750120185973E-05
9,020243202525119E-05
-4,524949129607552E-06
-5,9714927886802845E-05
-0,00014193026295982806
1,3411648642583756E-05
0,0001230839602585509
3,871445549553342E-06
-5,005348173208288E-05
0,0001475318370597207
0,00016258317959423846
6,385512815921426E-05
1,2442885767557172E-05
8,820641123259236E-05
-0,0001291908344603366
0,00013465727540296724
9,974534487908443E-05
0,0001327972002745005
-0,0001482850151733318
-1,7851309213843432E-07
-1,7484895688700855E-05
0,000123017845843023
-0,00010197335224466824
-0,00010070954206365438
-0,00015493524479194033
0,00011920495642609309
3,885809302350954E-05
4,703935790383561E-05
-6,3834143644589866E-06
0,00010424842421529823
3,869858412200605E-05
-4,773069158660797E-05
6,5587309926517785E-06
-1,8714337717339524E-05
-0,00019843484237349083
-9,58753468853505E-05
-4,440573024547395E-05
-9,021511438513654E-05
-0,00013980142718565366
-0,00016127505590792646
0,00010294584409251631
-0,00014853954577599183
1,5485103774377355E-05
0,00017297617467016218
2,112019137841196E-05
0,00012393418329685856
9,17500327715583E-05
-3,243016314419302E-05
3,861173212382094E-05
-0,00012092268128673032
-2,6592483348023683E-05
9,26106964299399E-05
-3,063415393432959E-05
0,00011670264342468154
-0,0001373993370226138
-1,3831620092964805E-05
0,00011408534537245682
-5,9346802106236313E-05
-0,0001127006107257465
-0,00011889862677844808
0,0001467035998653916
-6,13248234792764E-05
-4,4829564450271E-05
7,48180317195412E-05
0,000108440894900472
-0,0001705778601641569
9,091554222072124E-05
