-0,08279749136355956
-0,008975210330105508
0,03738793148000689
-0,04390575988475906
0,05228166708816377
0,0038984595767778776
0,08914827081227222
0,020121871018365302
0,04438120034974493
0,0635297005997835
-0,019112983412077497
-0,0010136369868428544
-0,10848790693233204
0,09301440621026742
0,08320998186196829
0,08147136757755787
-0,06076972577553371
0,08441122340881982
-0,09484808067272879
-0,05398429739614507
0,0705144880118666
-0,09068235231397986
-0,10321748285454588
-0,08788356365083229
0,020629815935250956
0,05002958213311039
0,04475959091175407
0,11001289312311414
-0,0702068062868409
0,00797531337792405
-0,07533668774027871
0,0645532463835342
0,05401245969052924
0,017067692922360714
-0,006760226549794898
0,050249838321479
0,08609992415343683
0,10203702058065942
0,01189963372146056
-0,04819194796241
-0,04665428898885537
0,0924484110890328
-0,06750917197084821
-0,08414425923986135
-0,0067641163562081824
-0,06301020430057817
-0,08466491387356269
-0,09841751259635716
-0,02204252605505876
-0,006345635932267077
-0,022171029274639258
-0,00035170084807854883
-0,08169785281152164
-0,0530386238401238
0,08062981135974534
0,03588945137279118
-0,11080657120651743
0,03903939197373921
0,09233100228306615
0,09046197551206012
-0,08488451808688982
-0,047889283487502536
-0,005766153931277375
0,0637010489573372
-0,044331912232517125
-0,03288042080982447
0,03866576236478593
0,10027528426644754
0,023651450575918095
0,05782881049679678
0,05500286680970194
0,0701866545020476
0,032863814823482676
0,07061815597483766
-0,11042311341390544
-0,08213815798528301
-0,020159733853068566
0,034323185945237596
-0,06372673433116842
-0,05198223359072853
-0,07977779192219767
0,09583069847495926
-0,0168109018059907
0,029405378910504598
0,10849527477576967
0,04925893711366057
-0,10643829594958994
0,10201039290756282
0,04809326407197564
-0,08788633515457639
-0,09008171360393735
0,03856661711862738
0,0945924100522762
-0,10325717375663757
0,057175397541680016
-0,06116796715446731
-0,03623791561257168
-0,02090968805468711
0,07957225038422178
0,07714535117667808
-0,10769794014074058
-0,08770973560667845
0,07057004982257371
0,09360931214763861
-0,0297256303499776
0,021326317877645593
-0,019389995583000353
-0,08884606915148215
0,06259391308817736
-0,10570650723357335
0,08921503666765948
0,08674018236682471
0,09616615023288705
-0,053341254758871845
-0,0824199222500015
-0,06166853429885452
-0,01219149303377862
-0,0781974243910943
0,09437690738987371
-0,03166233775143845
-0,02072946528227812
-0,03430156902915578
0,05322677272365405
0,07437395631938566
-0,05183594827328954
0,012576917353255
0,08555103498115606
-0,010968350696870835
-0,02629423605193642
-0,03209834192423241
0,059754939030573974
0,020566518079311563
0,05855157426842379
0,09133734739748466
0,06472508923673842
-0,02698858826140013
0,00593728519333421
-0,06320671966755091
-0,059530058292516744
-0,07010941939139585
0,0013848595883768663
-0,05628176857720228
0,09245908456292577
0,07307364480886451
